InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
27,95,BOX OF VINTAGE JIGSAW BLOCKS,4,2023-05-16 07:33:40,25.71,71.0,Finland
27,79,HAND WARMER RED POLKA DOT,4,2023-05-16 07:33:40,7.98,71.0,Finland
27,17,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-05-16 07:33:40,36.46,71.0,Finland
27,109,CREAM CUPID HEARTS COAT HANGER,1,2023-05-16 07:33:40,10.13,71.0,Finland
27,179,RED WOOLLY HOTTIE WHITE HEART.,3,2023-05-16 07:33:40,30.09,71.0,Finland
27,64,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-05-16 07:33:40,40.42,71.0,Finland
28,14,POPPY'S PLAYHOUSE BEDROOM,1,2023-05-25 01:29:44,8.55,63.0,Norway
28,13,POPPY'S PLAYHOUSE KITCHEN,2,2023-05-25 01:29:44,26.47,63.0,Norway
29,14,POPPY'S PLAYHOUSE BEDROOM,2,2023-07-21 06:44:35,8.55,45.0,Netherlands
29,13,POPPY'S PLAYHOUSE KITCHEN,2,2023-07-21 06:44:35,26.47,45.0,Netherlands
29,52,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-07-21 06:44:35,34.67,45.0,Netherlands
29,6,HAND WARMER RED POLKA DOT,2,2023-07-21 06:44:35,44.79,45.0,Netherlands
29,39,SET 7 BABUSHKA NESTING BOXES,4,2023-07-21 06:44:35,9.77,45.0,Netherlands
29,193,POPPY'S PLAYHOUSE BEDROOM,2,2023-07-21 06:44:35,7.65,45.0,Netherlands
29,15,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-07-21 06:44:35,7.3,45.0,Netherlands
30,73,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-07-07 08:33:49,10.98,94.0,Australia
30,31,RED WOOLLY HOTTIE WHITE HEART.,1,2023-07-07 08:33:49,18.31,94.0,Australia
30,18,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-07-07 08:33:49,45.01,94.0,Australia
30,130,ASSORTED COLOUR BIRD ORNAMENT,5,2023-07-07 08:33:49,38.68,94.0,Australia
31,14,POPPY'S PLAYHOUSE BEDROOM,3,2023-08-06 09:17:34,8.55,92.0,United Kingdom
31,13,POPPY'S PLAYHOUSE KITCHEN,2,2023-08-06 09:17:34,26.47,92.0,United Kingdom
31,56,SET 7 BABUSHKA NESTING BOXES,5,2023-08-06 09:17:34,46.4,92.0,United Kingdom
31,60,CREAM CUPID HEARTS COAT HANGER,1,2023-08-06 09:17:34,18.56,92.0,United Kingdom
31,186,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2023-08-06 09:17:34,7.57,92.0,United Kingdom
31,158,POPPY'S PLAYHOUSE KITCHEN,1,2023-08-06 09:17:34,43.12,92.0,United Kingdom
31,78,BOX OF VINTAGE JIGSAW BLOCKS,5,2023-08-06 09:17:34,14.23,92.0,United Kingdom
31,30,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-08-06 09:17:34,27.04,92.0,United Kingdom
32,170,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2023-03-22 16:02:52,12.14,5.0,Netherlands
33,31,RED WOOLLY HOTTIE WHITE HEART.,4,2023-03-02 18:37:32,18.31,47.0,Australia
33,39,SET 7 BABUSHKA NESTING BOXES,4,2023-03-02 18:37:32,9.77,47.0,Australia
34,149,SET 7 BABUSHKA NESTING BOXES,5,2023-04-21 03:27:06,20.73,7.0,France
34,178,HAND WARMER UNION JACK,3,2023-04-21 03:27:06,6.62,7.0,France
35,26,HAND WARMER UNION JACK,2,2023-02-17 19:25:37,20.4,51.0,Germany
35,2,HAND WARMER RED POLKA DOT,1,2023-02-17 19:25:37,41.72,51.0,Germany
36,26,HAND WARMER UNION JACK,2,2023-06-03 11:27:07,20.4,132.0,Spain
36,2,HAND WARMER RED POLKA DOT,2,2023-06-03 11:27:07,41.72,132.0,Spain
37,196,POPPY'S PLAYHOUSE BEDROOM,5,2023-03-08 10:48:30,41.75,145.0,Finland
37,190,WHITE METAL LANTERN,1,2023-03-08 10:48:30,47.75,145.0,Finland
38,112,IVORY KNITTED MUG COSY,1,2023-12-10 17:26:26,15.58,120.0,Spain
38,63,POPPY'S PLAYHOUSE KITCHEN,4,2023-12-10 17:26:26,46.25,120.0,Spain
38,46,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-12-10 17:26:26,40.75,120.0,Spain
38,150,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-12-10 17:26:26,36.06,120.0,Spain
38,57,POPPY'S PLAYHOUSE BEDROOM,3,2023-12-10 17:26:26,38.2,120.0,Spain
38,40,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-12-10 17:26:26,15.19,120.0,Spain
38,30,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-12-10 17:26:26,27.04,120.0,Spain
38,193,POPPY'S PLAYHOUSE BEDROOM,5,2023-12-10 17:26:26,7.65,120.0,Spain
39,162,POPPY'S PLAYHOUSE BEDROOM,1,2023-04-15 15:05:48,43.54,102.0,Portugal
39,48,WHITE METAL LANTERN,2,2023-04-15 15:05:48,48.44,102.0,Portugal
39,165,ASSORTED COLOUR BIRD ORNAMENT,1,2023-04-15 15:05:48,40.52,102.0,Portugal
39,86,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2023-04-15 15:05:48,33.55,102.0,Portugal
39,156,SET 7 BABUSHKA NESTING BOXES,3,2023-04-15 15:05:48,7.76,102.0,Portugal
39,108,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-04-15 15:05:48,38.84,102.0,Portugal
40,70,RED WOOLLY HOTTIE WHITE HEART.,3,2023-04-13 23:34:59,25.86,110.0,Portugal
41,14,POPPY'S PLAYHOUSE BEDROOM,5,2023-03-01 08:43:58,8.55,39.0,EIRE
42,166,ASSORTED COLOUR BIRD ORNAMENT,2,2023-06-02 19:04:07,11.12,29.0,Belgium
42,67,WHITE METAL LANTERN,5,2023-06-02 19:04:07,15.24,29.0,Belgium
42,124,POPPY'S PLAYHOUSE KITCHEN,1,2023-06-02 19:04:07,7.37,29.0,Belgium
42,160,SET 7 BABUSHKA NESTING BOXES,5,2023-06-02 19:04:07,39.45,29.0,Belgium
42,17,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-06-02 19:04:07,36.46,29.0,Belgium
42,13,POPPY'S PLAYHOUSE KITCHEN,5,2023-06-02 19:04:07,26.47,29.0,Belgium
42,119,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-06-02 19:04:07,35.46,29.0,Belgium
42,130,ASSORTED COLOUR BIRD ORNAMENT,2,2023-06-02 19:04:07,38.68,29.0,Belgium
43,89,RED WOOLLY HOTTIE WHITE HEART.,1,2023-02-19 05:34:31,25.25,146.0,Switzerland
43,20,POPPY'S PLAYHOUSE BEDROOM,1,2023-02-19 05:34:31,37.47,146.0,Switzerland
44,3,IVORY KNITTED MUG COSY,5,2023-10-08 11:11:30,20.76,148.0,Spain
44,126,HAND WARMER UNION JACK,1,2023-10-08 11:11:30,34.26,148.0,Spain
45,45,POPPY'S PLAYHOUSE KITCHEN,1,2023-07-08 15:36:24,49.35,4.0,Germany
45,8,BOX OF VINTAGE JIGSAW BLOCKS,4,2023-07-08 15:36:24,12.59,4.0,Germany
45,39,SET 7 BABUSHKA NESTING BOXES,5,2023-07-08 15:36:24,9.77,4.0,Germany
46,70,RED WOOLLY HOTTIE WHITE HEART.,5,2023-05-31 10:02:06,25.86,74.0,Germany
47,107,POPPY'S PLAYHOUSE KITCHEN,1,2023-01-31 13:15:02,11.95,113.0,Australia
48,34,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-04-25 13:57:08,26.86,145.0,Finland
48,120,BOX OF VINTAGE ALPHABET BLOCKS,5,2023-04-25 13:57:08,40.16,145.0,Finland
49,11,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-06-04 04:24:26,17.26,16.0,Germany
49,83,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-06-04 04:24:26,30.9,16.0,Germany
49,68,POPPY'S PLAYHOUSE BEDROOM,4,2023-06-04 04:24:26,47.76,16.0,Germany
49,21,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-06-04 04:24:26,13.89,16.0,Germany
49,80,CREAM CUPID HEARTS COAT HANGER,3,2023-06-04 04:24:26,37.21,16.0,Germany
49,58,IVORY KNITTED MUG COSY,5,2023-06-04 04:24:26,16.85,16.0,Germany
49,141,HAND WARMER UNION JACK,2,2023-06-04 04:24:26,32.04,16.0,Germany
49,124,POPPY'S PLAYHOUSE KITCHEN,3,2023-06-04 04:24:26,7.37,16.0,Germany
50,42,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-05-19 13:51:51,28.51,9.0,EIRE
50,180,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-05-19 13:51:51,29.56,9.0,EIRE
50,44,ASSORTED COLOUR BIRD ORNAMENT,1,2023-05-19 13:51:51,6.43,9.0,EIRE
51,167,ASSORTED COLOUR BIRD ORNAMENT,1,2023-01-22 04:19:18,23.57,69.0,EIRE
51,129,IVORY KNITTED MUG COSY,2,2023-01-22 04:19:18,19.87,69.0,EIRE
51,184,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-01-22 04:19:18,32.62,69.0,EIRE
51,182,ASSORTED COLOUR BIRD ORNAMENT,5,2023-01-22 04:19:18,10.51,69.0,EIRE
51,131,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-01-22 04:19:18,17.89,69.0,EIRE
52,4,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-04-16 15:37:36,17.29,66.0,Netherlands
52,174,SET 7 BABUSHKA NESTING BOXES,5,2023-04-16 15:37:36,20.63,66.0,Netherlands
52,142,IVORY KNITTED MUG COSY,4,2023-04-16 15:37:36,45.58,66.0,Netherlands
53,26,HAND WARMER UNION JACK,1,2023-05-31 01:13:51,20.4,94.0,Australia
53,2,HAND WARMER RED POLKA DOT,2,2023-05-31 01:13:51,41.72,94.0,Australia
54,198,WHITE METAL LANTERN,3,2023-06-05 04:54:43,18.8,139.0,Spain
54,22,WHITE METAL LANTERN,4,2023-06-05 04:54:43,5.86,139.0,Spain
54,2,HAND WARMER RED POLKA DOT,1,2023-06-05 04:54:43,41.72,139.0,Spain
54,49,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-06-05 04:54:43,39.34,139.0,Spain
54,91,POPPY'S PLAYHOUSE KITCHEN,2,2023-06-05 04:54:43,32.32,139.0,Spain
55,4,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-06-20 00:51:06,17.29,13.0,Belgium
56,165,ASSORTED COLOUR BIRD ORNAMENT,5,2023-09-17 12:15:18,40.52,71.0,Finland
56,47,BOX OF VINTAGE JIGSAW BLOCKS,4,2023-09-17 12:15:18,48.57,71.0,Finland
56,86,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-09-17 12:15:18,33.55,71.0,Finland
56,151,CREAM CUPID HEARTS COAT HANGER,3,2023-09-17 12:15:18,40.15,71.0,Finland
56,116,HAND WARMER RED POLKA DOT,2,2023-09-17 12:15:18,14.24,71.0,Finland
56,125,WHITE METAL LANTERN,2,2023-09-17 12:15:18,17.46,71.0,Finland
57,166,ASSORTED COLOUR BIRD ORNAMENT,1,2023-11-01 19:55:29,11.12,101.0,France
57,87,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-11-01 19:55:29,43.14,101.0,France
57,81,HAND WARMER UNION JACK,1,2023-11-01 19:55:29,9.4,101.0,France
57,82,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-11-01 19:55:29,21.67,101.0,France
57,128,RED WOOLLY HOTTIE WHITE HEART.,5,2023-11-01 19:55:29,27.78,101.0,France
57,8,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-11-01 19:55:29,12.59,101.0,France
57,93,RED WOOLLY HOTTIE WHITE HEART.,3,2023-11-01 19:55:29,42.38,101.0,France
57,21,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-11-01 19:55:29,13.89,101.0,France
58,14,POPPY'S PLAYHOUSE BEDROOM,2,2023-11-14 14:04:03,8.55,73.0,Spain
58,13,POPPY'S PLAYHOUSE KITCHEN,1,2023-11-14 14:04:03,26.47,73.0,Spain
58,101,WHITE METAL LANTERN,5,2023-11-14 14:04:03,13.05,73.0,Spain
58,23,ASSORTED COLOUR BIRD ORNAMENT,5,2023-11-14 14:04:03,17.79,73.0,Spain
58,174,SET 7 BABUSHKA NESTING BOXES,3,2023-11-14 14:04:03,20.63,73.0,Spain
58,69,HAND WARMER RED POLKA DOT,1,2023-11-14 14:04:03,47.62,73.0,Spain
59,14,POPPY'S PLAYHOUSE BEDROOM,1,2023-12-24 09:09:15,8.55,83.0,Spain
59,13,POPPY'S PLAYHOUSE KITCHEN,1,2023-12-24 09:09:15,26.47,83.0,Spain
59,124,POPPY'S PLAYHOUSE KITCHEN,1,2023-12-24 09:09:15,7.37,83.0,Spain
59,28,CREAM CUPID HEARTS COAT HANGER,4,2023-12-24 09:09:15,41.48,83.0,Spain
59,161,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2023-12-24 09:09:15,39.65,83.0,Spain
60,4,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-05-28 18:29:23,17.29,6.0,Belgium
60,11,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-05-28 18:29:23,17.26,6.0,Belgium
60,22,WHITE METAL LANTERN,2,2023-05-28 18:29:23,5.86,6.0,Belgium
60,87,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-05-28 18:29:23,43.14,6.0,Belgium
60,76,WHITE METAL LANTERN,5,2023-05-28 18:29:23,13.96,6.0,Belgium
61,49,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2023-10-26 08:26:35,39.34,18.0,France
61,193,POPPY'S PLAYHOUSE BEDROOM,5,2023-10-26 08:26:35,7.65,18.0,France
62,26,HAND WARMER UNION JACK,3,2023-05-23 05:59:08,20.4,134.0,France
62,2,HAND WARMER RED POLKA DOT,1,2023-05-23 05:59:08,41.72,134.0,France
63,200,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-03-21 04:39:09,9.27,27.0,Switzerland
63,141,HAND WARMER UNION JACK,3,2023-03-21 04:39:09,32.04,27.0,Switzerland
63,190,WHITE METAL LANTERN,5,2023-03-21 04:39:09,47.75,27.0,Switzerland
63,135,RED WOOLLY HOTTIE WHITE HEART.,4,2023-03-21 04:39:09,17.22,27.0,Switzerland
63,42,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-03-21 04:39:09,28.51,27.0,Switzerland
63,174,SET 7 BABUSHKA NESTING BOXES,2,2023-03-21 04:39:09,20.63,27.0,Switzerland
64,124,POPPY'S PLAYHOUSE KITCHEN,5,2023-08-10 22:24:19,7.37,67.0,Australia
64,200,BOX OF VINTAGE ALPHABET BLOCKS,3,2023-08-10 22:24:19,9.27,67.0,Australia
64,189,WHITE METAL LANTERN,1,2023-08-10 22:24:19,28.06,67.0,Australia
64,67,WHITE METAL LANTERN,2,2023-08-10 22:24:19,15.24,67.0,Australia
64,53,CREAM CUPID HEARTS COAT HANGER,3,2023-08-10 22:24:19,47.95,67.0,Australia
65,147,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-06-15 22:24:10,5.17,19.0,Netherlands
65,59,IVORY KNITTED MUG COSY,4,2023-06-15 22:24:10,41.05,19.0,Netherlands
65,28,CREAM CUPID HEARTS COAT HANGER,1,2023-06-15 22:24:10,41.48,19.0,Netherlands
65,198,WHITE METAL LANTERN,2,2023-06-15 22:24:10,18.8,19.0,Netherlands
65,18,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-06-15 22:24:10,45.01,19.0,Netherlands
65,111,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-06-15 22:24:10,9.95,19.0,Netherlands
65,80,CREAM CUPID HEARTS COAT HANGER,5,2023-06-15 22:24:10,37.21,19.0,Netherlands
65,104,SET 7 BABUSHKA NESTING BOXES,3,2023-06-15 22:24:10,31.1,19.0,Netherlands
66,4,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-08-02 09:46:37,17.29,124.0,France
